# ImageToolStack URL Priority List

Legend:
- indexed = you verified the URL is indexed in GSC
- unchecked = not inspected yet
- improve-first = fix for AdSense review before requesting approval
- improve-next = good SEO target after P0
- later = keep, but do not spend time yet
- defer = consider noindex/removing from sitemap until the page is unique and useful
- hold = not part of current 90-day focus

# === P0: ADSENSE REVIEW CORE - inspect first, improve first, keep indexable ===
https://imagetoolstack.com/image-compressor | indexed | improved
https://imagetoolstack.com/alternatives/ezgif | unchecked | defer
https://imagetoolstack.com/alternatives/iloveimg | unchecked | defer
https://imagetoolstack.com/alternatives/tinypng | unchecked | defer
https://imagetoolstack.com/compare/avif-bmp | unchecked | defer
https://imagetoolstack.com/compare/avif-eps | unchecked | defer
https://imagetoolstack.com/compare/avif-gif | unchecked | defer
https://imagetoolstack.com/compare/avif-ico | unchecked | defer
https://imagetoolstack.com/compare/avif-jxl | indexed | defer
https://imagetoolstack.com/compare/avif-psd | unchecked | defer
https://imagetoolstack.com/compare/avif-raw | unchecked | defer
https://imagetoolstack.com/compare/avif-tiff | unchecked | defer
https://imagetoolstack.com/compare/avif-vs-bmp | unchecked | defer
https://imagetoolstack.com/compare/avif-vs-gif | unchecked | defer
https://imagetoolstack.com/compare/avif-vs-tiff | unchecked | defer
https://imagetoolstack.com/compare/bmp-gif | unchecked | defer
https://imagetoolstack.com/compare/bmp-ico | unchecked | defer
https://imagetoolstack.com/compare/bmp-pdf | unchecked | defer
https://imagetoolstack.com/compare/bmp-vs-jpg | unchecked | defer
https://imagetoolstack.com/compare/bmp-vs-png | unchecked | defer
https://imagetoolstack.com/compare/eps-vs-svg | unchecked | defer
https://imagetoolstack.com/compare/gif-vs-jpg | unchecked | defer
https://imagetoolstack.com/compare/gif-vs-png | unchecked | defer
https://imagetoolstack.com/compare/gif-vs-webp | unchecked | defer
https://imagetoolstack.com/compare/heic-bmp | unchecked | defer
https://imagetoolstack.com/compare/heic-eps | unchecked | defer
https://imagetoolstack.com/compare/heic-gif | unchecked | defer
https://imagetoolstack.com/compare/heic-ico | unchecked | defer
https://imagetoolstack.com/compare/heic-jxl | indexed | defer
https://imagetoolstack.com/compare/heic-psd | unchecked | defer
https://imagetoolstack.com/compare/heic-tiff | unchecked | defer
https://imagetoolstack.com/compare/heic-vs-bmp | unchecked | defer
https://imagetoolstack.com/compare/heic-vs-gif | unchecked | defer
https://imagetoolstack.com/compare/heic-vs-tiff | unchecked | defer
https://imagetoolstack.com/compare/jpeg-vs-bmp | unchecked | defer
https://imagetoolstack.com/compare/jpeg-vs-gif | unchecked | defer
https://imagetoolstack.com/compare/jpeg-vs-tiff | unchecked | defer
https://imagetoolstack.com/compare/jpg-eps | unchecked | defer
https://imagetoolstack.com/compare/jpg-gif | unchecked | defer
https://imagetoolstack.com/compare/jpg-ico | unchecked | defer
https://imagetoolstack.com/compare/jpg-jxl | indexed | defer
https://imagetoolstack.com/compare/jpg-psd | unchecked | defer
https://imagetoolstack.com/compare/jpg-vs-gif | unchecked | defer
https://imagetoolstack.com/compare/jpg-vs-tiff | unchecked | defer
https://imagetoolstack.com/compare/png-bmp | unchecked | defer
https://imagetoolstack.com/compare/png-eps | unchecked | defer
https://imagetoolstack.com/compare/png-ico | unchecked | defer
https://imagetoolstack.com/compare/png-jxl | indexed | defer
https://imagetoolstack.com/compare/png-psd | unchecked | defer
https://imagetoolstack.com/compare/png-raw | unchecked | defer
https://imagetoolstack.com/compare/png-vs-bmp | unchecked | defer
https://imagetoolstack.com/compare/png-vs-gif | unchecked | defer
https://imagetoolstack.com/compare/raw-vs-heic | unchecked | defer
https://imagetoolstack.com/compare/raw-vs-jpg | unchecked | defer
https://imagetoolstack.com/compare/svg-bmp | unchecked | defer
https://imagetoolstack.com/compare/svg-eps | unchecked | defer
https://imagetoolstack.com/compare/svg-gif | unchecked | defer
https://imagetoolstack.com/compare/svg-ico | unchecked | defer
https://imagetoolstack.com/compare/svg-jxl | indexed | defer
https://imagetoolstack.com/compare/svg-psd | unchecked | defer
https://imagetoolstack.com/compare/svg-raw | unchecked | defer
https://imagetoolstack.com/compare/svg-tiff | unchecked | defer
https://imagetoolstack.com/compare/tiff-bmp | unchecked | defer
https://imagetoolstack.com/compare/tiff-eps | unchecked | defer
https://imagetoolstack.com/compare/tiff-gif | unchecked | defer
https://imagetoolstack.com/compare/tiff-ico | unchecked | defer
https://imagetoolstack.com/compare/tiff-jxl | indexed | defer
https://imagetoolstack.com/compare/tiff-pdf | unchecked | defer
https://imagetoolstack.com/compare/tiff-psd | unchecked | defer
https://imagetoolstack.com/compare/tiff-raw | unchecked | defer
https://imagetoolstack.com/compare/tiff-vs-jpeg | unchecked | defer
https://imagetoolstack.com/compare/tiff-vs-png | unchecked | defer
https://imagetoolstack.com/compare/webp-bmp | unchecked | defer
https://imagetoolstack.com/compare/webp-eps | unchecked | defer
https://imagetoolstack.com/compare/webp-ico | unchecked | defer
https://imagetoolstack.com/compare/webp-jxl | indexed | defer
https://imagetoolstack.com/compare/webp-psd | unchecked | defer
https://imagetoolstack.com/compare/webp-raw | unchecked | defer
https://imagetoolstack.com/compare/webp-tiff | unchecked | defer
https://imagetoolstack.com/compare/webp-vs-bmp | unchecked | defer
https://imagetoolstack.com/compare/webp-vs-gif | unchecked | defer
https://imagetoolstack.com/compare/webp-vs-tiff | unchecked | defer
https://imagetoolstack.com/tools/uuid-generator | unchecked | defer

# === P4: HOLD - outside core image/PDF niche for now ===
https://imagetoolstack.com/timezone/cet-to-est | unchecked | hold
https://imagetoolstack.com/timezone/cet-to-gmt | unchecked | hold
https://imagetoolstack.com/timezone/cet-to-ist | unchecked | hold
https://imagetoolstack.com/timezone/cet-to-pst | unchecked | hold
https://imagetoolstack.com/timezone/cst-to-aest | unchecked | hold
https://imagetoolstack.com/timezone/cst-to-cet | unchecked | hold
https://imagetoolstack.com/timezone/cst-to-est | unchecked | hold
https://imagetoolstack.com/timezone/cst-to-gmt | unchecked | hold
https://imagetoolstack.com/timezone/cst-to-ist | unchecked | hold
https://imagetoolstack.com/timezone/cst-to-mst | unchecked | hold
https://imagetoolstack.com/timezone/cst-to-pst | unchecked | hold
https://imagetoolstack.com/timezone/est-to-aest | unchecked | hold
https://imagetoolstack.com/timezone/est-to-brt | unchecked | hold
https://imagetoolstack.com/timezone/est-to-cet | unchecked | hold
https://imagetoolstack.com/timezone/est-to-cst | unchecked | hold
https://imagetoolstack.com/timezone/est-to-gmt | unchecked | hold
https://imagetoolstack.com/timezone/est-to-ist | unchecked | hold
https://imagetoolstack.com/timezone/est-to-jst | unchecked | hold
https://imagetoolstack.com/timezone/est-to-mst | unchecked | hold
https://imagetoolstack.com/timezone/est-to-pst | unchecked | hold
https://imagetoolstack.com/timezone/gmt-to-aest | unchecked | hold
https://imagetoolstack.com/timezone/gmt-to-cet | unchecked | hold
https://imagetoolstack.com/timezone/gmt-to-cst | unchecked | hold
https://imagetoolstack.com/timezone/gmt-to-est | unchecked | hold
https://imagetoolstack.com/timezone/gmt-to-ist | unchecked | hold
https://imagetoolstack.com/timezone/gmt-to-jst | unchecked | hold
https://imagetoolstack.com/timezone/gmt-to-mst | unchecked | hold
https://imagetoolstack.com/timezone/gmt-to-pst | unchecked | hold
https://imagetoolstack.com/timezone/ist-to-aest | unchecked | hold
https://imagetoolstack.com/timezone/ist-to-gmt | unchecked | hold
https://imagetoolstack.com/timezone/ist-to-jst | unchecked | hold
https://imagetoolstack.com/timezone/ist-to-wib | unchecked | hold
https://imagetoolstack.com/timezone/mst-to-cet | unchecked | hold
https://imagetoolstack.com/timezone/mst-to-cst | unchecked | hold
https://imagetoolstack.com/timezone/mst-to-est | unchecked | hold
https://imagetoolstack.com/timezone/mst-to-gmt | unchecked | hold
https://imagetoolstack.com/timezone/mst-to-ist | unchecked | hold
https://imagetoolstack.com/timezone/mst-to-pst | unchecked | hold
https://imagetoolstack.com/timezone/pst-to-aest | unchecked | hold
https://imagetoolstack.com/timezone/pst-to-cet | unchecked | hold
https://imagetoolstack.com/timezone/pst-to-cst | unchecked | hold
https://imagetoolstack.com/timezone/pst-to-est | unchecked | hold
https://imagetoolstack.com/timezone/pst-to-gmt | unchecked | hold
https://imagetoolstack.com/timezone/pst-to-ist | unchecked | hold
https://imagetoolstack.com/timezone/pst-to-jst | unchecked | hold
https://imagetoolstack.com/timezone/pst-to-mst | unchecked | hold
https://imagetoolstack.com/timezone/utc-to-aest | unchecked | hold
https://imagetoolstack.com/timezone/utc-to-cet | unchecked | hold
https://imagetoolstack.com/timezone/utc-to-cst | unchecked | hold
https://imagetoolstack.com/timezone/utc-to-est | unchecked | hold
https://imagetoolstack.com/timezone/utc-to-gmt | unchecked | hold
https://imagetoolstack.com/timezone/utc-to-ist | unchecked | hold
https://imagetoolstack.com/timezone/utc-to-jst | unchecked | hold
https://imagetoolstack.com/timezone/utc-to-mst | unchecked | hold
https://imagetoolstack.com/timezone/utc-to-pst | unchecked | hold
